Qr1,304.3a-?.3a?-306?.3a?-84?.4?-280?-200.48-254j-755a.3a-734a?.3a-306?.3a-??????*
Qr2,65?-1?-631a?-720?.244-381?-2?-631?-99b?-721?-22-1.62-209b-592.78x-65.74f-300.77-73af-300.77-1a-305-300.52h-670?-65-200?-400?-700?-671?-20?-84.3a-200.1.360.1-62y.1.3a-70-60a-220.5-254?.711?-69b-200.?-670-77x?-673-782-140-4.4*
Qr3,558b-65.3a-200.4-77bf-407-62.6-1-62.6-1-62.6-1-20Vay.64-202.3a-4-600a-4-6:42.3a-50.3a-93.3a-27.3a-86a.3a-60a.3a-93.3a-254e.3a-93.3a-205jy?-72-450.52-551es.3a-600.3a-630c-381-72-450.52-551a.3a-600.3a-385.3a-670.3a-99b-7-605-???????*
Qr4,?????-42hx:8a-600co-121b-600a-600o-600-710t-20Vb-246-50.711-606-1.6.711d-50d-755a-1.63-13.6-710x-730a-710x-27x-700-200.70-57c-40-400-200?.15a?-65V.10-48-700.9-260b.8-306as.3a-69d-710.30c-60a-60a.55a-588?-60.1.69-162-200i.200i.200j.52x-200-8?-200.1?*
Qr5,?-48?-1?.10x?-4?.64a-202-280-191b-548-21h-631b-208-200.5-21:5-2a-41-220a.9-220a.9-440-440-440-440b-305-305s-4.3ax-4.3ax-117d-65.22t-65.3ax-66y.95.711b-66a.3ax?-66a.48f-66y-1-66y-66y-100-66y.9s-66y.6-554b-15a-22cf-551d-110a-15a-22cf-551d-13-15b-22cf-551d-200-15-22cf-8a*
Qr6,520?-381?-8-1.8-739c-65x.306s-431d-200-276-11-385-90f-385-25-385?-300-300a.27.3ax-326.76t-700-381cy?-270-67.57c-4.64a-87-430y-214-2-203-27-90-545-45c?-379a-500-440-280-2a-40-50-216s?-1a-366a.76t-????????*
Qr7,???-303-90ft-530y-40.522-571b-202-205.71-690ko?-65fx.8-76t.200-739c-200-381-71e-306.3a-28x-27.95-305s-45.27x-22bfy?.243-5kt-99?-11-7-4b-600-522c-606s-411-40h?-400.11-1.95j.3a-400.9h-400.22bfy-2a-144af-2a-662-680-5j.10-5j.52-22bfy.243-1t-?*
Qr8,?-5j.6-7-93-50b.74x-8-400?-281-1.95j.3a-11-4-445s.711-300-5-591-4-21e-600-22h-660-600-22h-400-22h-660-22bf.244?-322-40h-400.7-624-1.74x-1.74x-7-93j-306.3a-28x.95j-73f-1-57c-1-607.74f-34d-670.10-74-685a-205-380.74-202s-8-??*
Qr9,1a?-154?.246?.242?-606?-4?-600?-4?-600?-?-?.76?-302s?-4-534d-591-381?-50b-600-430d?.76?-430d.76-76?.63-4.64a-670-700-470-5t-254?-200?.20y?-200?-53a?-21e?-755a?-47?-200?-372?-20a.6-215?-1-	600.755a.6?-770g?-60a?-70-61x?.1?.61?-386?-70-?-?-?*
Qv1,600.32a-67-600-600-4.600-260b?-1-710-300?.710-600-360?-602s?-360?-600?-600?.1?-600?-97?-67-710f-710f-739c-710f-20Va-710f-20y-710f-1-710f-90fj-710f-20ay-710-710.62-710f-755a-50b-50b-280b-607-67?-11-?-200?-141?.245-1-45.10-664-693?.64ax?-?*
Qv2,280-290b-1a.69a-21e-67.67d-67.450-336-67-14a-200?-11-710h.3a:42t-600-205-773g-90-599g?-591-90f?-455a:64tx-21e-91-44ax-773d-430c-430?-600.4-7.3a-34?-320.11-91-5j-5j.62-144b-5j-200j-200-710b-755-90-540y.450-21V:42t-69-62y.9.61?-9c.61-710b-739c.64.3a*
Qv3,9?-208?-20?-4?-21Va-20b?-280?-21e-27-600-209d-600-209b-48a-21e-48a-739c-20-48a-1-53a-360?.40-360.40-430d-97-300.117h.3a-28x.95j-73f-1-57c-1-69b?-??-607.74f-69.10.578a-4-69b-70-7-21e-93j-381d-45?-685a?-60a-301-60a-40c.3a-25-300?-?*
Qv4,2d-670d-445y-11-30c-30c-2Vd-430y?-30dx-44ay-48a.8-206-430c-600-27-700-11-78y.308.34?-21e?-21e?-380.20b.385y-205y?.1-381.65-21t-94ak-301sx?.48a.8-200?-600?-610a?-27-700-11-44a-308-34d-306.3a-28x.95j-73af-1-380.1-??????*
Qv5,????-421d-95d-87.62-200.700.61-739d-40-140-316bs-301-4.64a-4.64a-209b-81-50-450.52?.240?.69h?-34d?-27?.290?-81a?-50?-450?-60a-300.736?-209ak-736s-67.10-260-67.10-67.10.62-8-360-330-260-280-260-466?-??-260-67-260*
Qv6,?-?-?-?-?-?-670-81-83.69b-344d-48f.62-44ax-451-21h-304.346a-734as-93-254d-200.222?-?-254ck?-301-600-15a-301-600-200.1-600-200.63-346c-305a-1.52-430y-20b.10-2a.10-144f-?*
Qv7,?-?-20.10-2a.10-144f-591-117afx-700cx-81-589-31d-571c-380a.126b-300.730-209ak-300.730?-84-34d-710-204i?-755b-?-?-?-755b-6.74af-205i-375a?-8-430-2c.10-2d.10-144f-26x-6-700x-8-670?-????????*
Qv8,?-400?-72a-2d-3a-72a-2d-430-72a-2d-200-45-4-45-1.52-45-4-200.132-1-200.132a-1.240.132a-22bf-200.132a-22bfy-255?-4-45-711V-540V-45-711V-381y?.42-205-8?-?-?*
Qv9,????-2d?-?-2d?-144f?-?-670?-8a-?-?-?-?-???*